model,benchmark,effort,budget,acc,mean_tokens_used,cost_per_task_usd,full_run_acc,n_samples
bedrock-deepseek-r1-orig,aime,default,64,0.0,64.0,0.000582,0.5333,45
bedrock-deepseek-r1-orig,aime,default,128,0.0,128.0,0.000928,0.5333,45
bedrock-deepseek-r1-orig,aime,default,256,0.0,256.0,0.001619,0.5333,45
bedrock-deepseek-r1-orig,aime,default,512,0.0,512.0,0.003001,0.5333,45
bedrock-deepseek-r1-orig,aime,default,1024,0.0,1024.0,0.005766,0.5333,45
bedrock-deepseek-r1-orig,aime,default,2048,0.0,2048.0,0.011296,0.5333,45
bedrock-deepseek-r1-orig,aime,default,4096,0.0889,4023.0,0.021958,0.5333,45
bedrock-deepseek-r1-orig,aime,default,8192,0.2889,7381.0,0.040091,0.5333,45
bedrock-deepseek-r1-orig,aime,default,16384,0.5333,10786.0,0.05848,0.5333,45
bedrock-deepseek-r1-orig,aime,default,32768,0.5333,10787.0,0.058489,0.5333,45
bedrock-deepseek-r1-orig,aime,default,65536,0.5333,10787.0,0.058489,0.5333,45
bedrock-deepseek-r1-orig,aime,default,131072,0.5333,10787.0,0.058489,0.5333,45
bedrock-deepseek-r1-orig,gpqa,default,64,0.0,64.0,0.00068,0.6673,1584
bedrock-deepseek-r1-orig,gpqa,default,128,0.0,128.0,0.001025,0.6673,1584
bedrock-deepseek-r1-orig,gpqa,default,256,0.0,256.0,0.001717,0.6673,1584
bedrock-deepseek-r1-orig,gpqa,default,512,0.0,512.0,0.003099,0.6673,1584
bedrock-deepseek-r1-orig,gpqa,default,1024,0.0025,1024.0,0.005863,0.6673,1584
bedrock-deepseek-r1-orig,gpqa,default,2048,0.0625,2021.0,0.011246,0.6673,1584
bedrock-deepseek-r1-orig,gpqa,default,4096,0.238,3745.0,0.020559,0.6673,1584
bedrock-deepseek-r1-orig,gpqa,default,8192,0.4255,6287.0,0.034287,0.6673,1584
bedrock-deepseek-r1-orig,gpqa,default,16384,0.6503,7901.0,0.043,0.6673,1584
bedrock-deepseek-r1-orig,gpqa,default,32768,0.6673,7941.0,0.043218,0.6673,1584
bedrock-deepseek-r1-orig,gpqa,default,65536,0.6673,7941.0,0.043218,0.6673,1584
bedrock-deepseek-r1-orig,gpqa,default,131072,0.6673,7941.0,0.043218,0.6673,1584
bedrock-deepseek-v3,aime,default,64,0.0,64.0,0.00021,0.5778,45
bedrock-deepseek-v3,aime,default,128,0.0,128.0,0.000317,0.5778,45
bedrock-deepseek-v3,aime,default,256,0.0,256.0,0.000532,0.5778,45
bedrock-deepseek-v3,aime,default,512,0.0,512.0,0.000962,0.5778,45
bedrock-deepseek-v3,aime,default,1024,0.0889,1012.0,0.001803,0.5778,45
bedrock-deepseek-v3,aime,default,2048,0.2889,1810.0,0.003144,0.5778,45
bedrock-deepseek-v3,aime,default,4096,0.5111,2702.0,0.004641,0.5778,45
bedrock-deepseek-v3,aime,default,8192,0.5778,2823.0,0.004845,0.5778,45
bedrock-deepseek-v3,aime,default,16384,0.5778,2823.0,0.004845,0.5778,45
bedrock-deepseek-v3,aime,default,32768,0.5778,2823.0,0.004845,0.5778,45
bedrock-deepseek-v3,aime,default,65536,0.5778,2823.0,0.004845,0.5778,45
bedrock-deepseek-v3,aime,default,131072,0.5778,2823.0,0.004845,0.5778,45
bedrock-deepseek-v3,chess,default,64,0.0,64.0,0.000187,0.07,100
bedrock-deepseek-v3,chess,default,128,0.0,128.0,0.000295,0.07,100
bedrock-deepseek-v3,chess,default,256,0.0,256.0,0.00051,0.07,100
bedrock-deepseek-v3,chess,default,512,0.0,512.0,0.00094,0.07,100
bedrock-deepseek-v3,chess,default,1024,0.0,1019.0,0.001792,0.07,100
bedrock-deepseek-v3,chess,default,2048,0.03,1795.0,0.003096,0.07,100
bedrock-deepseek-v3,chess,default,4096,0.07,2080.0,0.003573,0.07,100
bedrock-deepseek-v3,chess,default,8192,0.07,2080.0,0.003573,0.07,100
bedrock-deepseek-v3,chess,default,16384,0.07,2080.0,0.003573,0.07,100
bedrock-deepseek-v3,chess,default,32768,0.07,2080.0,0.003573,0.07,100
bedrock-deepseek-v3,chess,default,65536,0.07,2080.0,0.003573,0.07,100
bedrock-deepseek-v3,chess,default,131072,0.07,2080.0,0.003573,0.07,100
bedrock-deepseek-v3,gpqa,default,64,0.0,64.0,0.000251,0.7677,198
bedrock-deepseek-v3,gpqa,default,128,0.0,128.0,0.000358,0.7677,198
bedrock-deepseek-v3,gpqa,default,256,0.0,256.0,0.000573,0.7677,198
bedrock-deepseek-v3,gpqa,default,512,0.0657,505.0,0.000992,0.7677,198
bedrock-deepseek-v3,gpqa,default,1024,0.3687,880.0,0.001621,0.7677,198
bedrock-deepseek-v3,gpqa,default,2048,0.6414,1232.0,0.002213,0.7677,198
bedrock-deepseek-v3,gpqa,default,4096,0.7626,1408.0,0.002508,0.7677,198
bedrock-deepseek-v3,gpqa,default,8192,0.7677,1414.0,0.002519,0.7677,198
bedrock-deepseek-v3,gpqa,default,16384,0.7677,1414.0,0.002519,0.7677,198
bedrock-deepseek-v3,gpqa,default,32768,0.7677,1414.0,0.002519,0.7677,198
bedrock-deepseek-v3,gpqa,default,65536,0.7677,1414.0,0.002519,0.7677,198
bedrock-deepseek-v3,gpqa,default,131072,0.7677,1414.0,0.002519,0.7677,198
bedrock-gemma-3-27b,aime,default,64,0.0,64.0,7.7e-05,0.2444,45
bedrock-gemma-3-27b,aime,default,128,0.0,128.0,9.6e-05,0.2444,45
bedrock-gemma-3-27b,aime,default,256,0.0,256.0,0.000134,0.2444,45
bedrock-gemma-3-27b,aime,default,512,0.0,512.0,0.000211,0.2444,45
bedrock-gemma-3-27b,aime,default,1024,0.1111,999.0,0.000357,0.2444,45
bedrock-gemma-3-27b,aime,default,2048,0.2,1623.0,0.000544,0.2444,45
bedrock-gemma-3-27b,aime,default,4096,0.2444,1706.0,0.000569,0.2444,45
bedrock-gemma-3-27b,aime,default,8192,0.2444,1706.0,0.000569,0.2444,45
bedrock-gemma-3-27b,aime,default,16384,0.2444,1706.0,0.000569,0.2444,45
bedrock-gemma-3-27b,aime,default,32768,0.2444,1706.0,0.000569,0.2444,45
bedrock-gemma-3-27b,aime,default,65536,0.2444,1706.0,0.000569,0.2444,45
bedrock-gemma-3-27b,aime,default,131072,0.2444,1706.0,0.000569,0.2444,45
bedrock-gemma-3-27b,chess,default,64,0.0,64.0,6.3e-05,0.0,100
bedrock-gemma-3-27b,chess,default,128,0.0,128.0,8.2e-05,0.0,100
bedrock-gemma-3-27b,chess,default,256,0.0,256.0,0.00012,0.0,100
bedrock-gemma-3-27b,chess,default,512,0.0,508.0,0.000196,0.0,100
bedrock-gemma-3-27b,chess,default,1024,0.0,632.0,0.000233,0.0,100
bedrock-gemma-3-27b,chess,default,2048,0.0,632.0,0.000233,0.0,100
bedrock-gemma-3-27b,chess,default,4096,0.0,632.0,0.000233,0.0,100
bedrock-gemma-3-27b,chess,default,8192,0.0,632.0,0.000233,0.0,100
bedrock-gemma-3-27b,chess,default,16384,0.0,632.0,0.000233,0.0,100
bedrock-gemma-3-27b,chess,default,32768,0.0,632.0,0.000233,0.0,100
bedrock-gemma-3-27b,chess,default,65536,0.0,632.0,0.000233,0.0,100
bedrock-gemma-3-27b,chess,default,131072,0.0,632.0,0.000233,0.0,100
bedrock-gemma-3-27b,gpqa,default,64,0.0,64.0,9.5e-05,0.46,100
bedrock-gemma-3-27b,gpqa,default,128,0.0,128.0,0.000114,0.46,100
bedrock-gemma-3-27b,gpqa,default,256,0.0,256.0,0.000152,0.46,100
bedrock-gemma-3-27b,gpqa,default,512,0.15,475.0,0.000218,0.46,100
bedrock-gemma-3-27b,gpqa,default,1024,0.4,633.0,0.000265,0.46,100
bedrock-gemma-3-27b,gpqa,default,2048,0.45,693.0,0.000284,0.46,100
bedrock-gemma-3-27b,gpqa,default,4096,0.46,701.0,0.000286,0.46,100
bedrock-gemma-3-27b,gpqa,default,8192,0.46,701.0,0.000286,0.46,100
bedrock-gemma-3-27b,gpqa,default,16384,0.46,701.0,0.000286,0.46,100
bedrock-gemma-3-27b,gpqa,default,32768,0.46,701.0,0.000286,0.46,100
bedrock-gemma-3-27b,gpqa,default,65536,0.46,701.0,0.000286,0.46,100
bedrock-gemma-3-27b,gpqa,default,131072,0.46,701.0,0.000286,0.46,100
bedrock-llama3-70b,aime,default,64,0.0,64.0,0.000717,0.0431,720
bedrock-llama3-70b,aime,default,128,0.0,128.0,0.000941,0.0431,720
bedrock-llama3-70b,aime,default,256,0.0,256.0,0.001388,0.0431,720
bedrock-llama3-70b,aime,default,512,0.0292,483.0,0.002182,0.0431,720
bedrock-llama3-70b,aime,default,1024,0.0431,661.0,0.002805,0.0431,720
bedrock-llama3-70b,aime,default,2048,0.0431,690.0,0.00291,0.0431,720
bedrock-llama3-70b,aime,default,4096,0.0431,690.0,0.00291,0.0431,720
bedrock-llama3-70b,aime,default,8192,0.0431,690.0,0.00291,0.0431,720
bedrock-llama3-70b,aime,default,16384,0.0431,690.0,0.00291,0.0431,720
bedrock-llama3-70b,aime,default,32768,0.0431,690.0,0.00291,0.0431,720
bedrock-llama3-70b,aime,default,65536,0.0431,690.0,0.00291,0.0431,720
bedrock-llama3-70b,aime,default,131072,0.0431,690.0,0.00291,0.0431,720
bedrock-llama3-70b,gpqa,default,64,0.0041,64.0,0.000934,0.4056,3168
bedrock-llama3-70b,gpqa,default,128,0.0199,126.0,0.001154,0.4056,3168
bedrock-llama3-70b,gpqa,default,256,0.1746,230.0,0.001518,0.4056,3168
bedrock-llama3-70b,gpqa,default,512,0.3845,303.0,0.001771,0.4056,3168
bedrock-llama3-70b,gpqa,default,1024,0.405,313.0,0.001806,0.4056,3168
bedrock-llama3-70b,gpqa,default,2048,0.4056,313.0,0.001807,0.4056,3168
bedrock-llama3-70b,gpqa,default,4096,0.4056,313.0,0.001807,0.4056,3168
bedrock-llama3-70b,gpqa,default,8192,0.4056,313.0,0.001807,0.4056,3168
bedrock-llama3-70b,gpqa,default,16384,0.4056,313.0,0.001807,0.4056,3168
bedrock-llama3-70b,gpqa,default,32768,0.4056,313.0,0.001807,0.4056,3168
bedrock-llama3-70b,gpqa,default,65536,0.4056,313.0,0.001807,0.4056,3168
bedrock-llama3-70b,gpqa,default,131072,0.4056,313.0,0.001807,0.4056,3168
bedrock-llama3-8b,aime,default,64,0.0,64.0,9.4e-05,0.0083,720
bedrock-llama3-8b,aime,default,128,0.0,128.0,0.000132,0.0083,720
bedrock-llama3-8b,aime,default,256,0.0,251.0,0.000207,0.0083,720
bedrock-llama3-8b,aime,default,512,0.0069,446.0,0.000324,0.0083,720
bedrock-llama3-8b,aime,default,1024,0.0083,605.0,0.000419,0.0083,720
bedrock-llama3-8b,aime,default,2048,0.0083,659.0,0.000451,0.0083,720
bedrock-llama3-8b,aime,default,4096,0.0083,661.0,0.000453,0.0083,720
bedrock-llama3-8b,aime,default,8192,0.0083,661.0,0.000453,0.0083,720
bedrock-llama3-8b,aime,default,16384,0.0083,661.0,0.000453,0.0083,720
bedrock-llama3-8b,aime,default,32768,0.0083,661.0,0.000453,0.0083,720
bedrock-llama3-8b,aime,default,65536,0.0083,661.0,0.000453,0.0083,720
bedrock-llama3-8b,aime,default,131072,0.0083,661.0,0.000453,0.0083,720
bedrock-llama3-8b,gpqa,default,64,0.0009,64.0,0.000119,0.2607,3168
bedrock-llama3-8b,gpqa,default,128,0.0057,127.0,0.000157,0.2607,3168
bedrock-llama3-8b,gpqa,default,256,0.0814,240.0,0.000225,0.2607,3168
bedrock-llama3-8b,gpqa,default,512,0.2279,341.0,0.000285,0.2607,3168
bedrock-llama3-8b,gpqa,default,1024,0.2601,363.0,0.000298,0.2607,3168
bedrock-llama3-8b,gpqa,default,2048,0.2607,364.0,0.000299,0.2607,3168
bedrock-llama3-8b,gpqa,default,4096,0.2607,364.0,0.000299,0.2607,3168
bedrock-llama3-8b,gpqa,default,8192,0.2607,364.0,0.000299,0.2607,3168
bedrock-llama3-8b,gpqa,default,16384,0.2607,364.0,0.000299,0.2607,3168
bedrock-llama3-8b,gpqa,default,32768,0.2607,364.0,0.000299,0.2607,3168
bedrock-llama3-8b,gpqa,default,65536,0.2607,364.0,0.000299,0.2607,3168
bedrock-llama3-8b,gpqa,default,131072,0.2607,364.0,0.000299,0.2607,3168
bedrock-llama3.3-70b,aime,default,64,0.0,64.0,0.000197,0.0514,720
bedrock-llama3.3-70b,aime,default,128,0.0,128.0,0.000243,0.0514,720
bedrock-llama3.3-70b,aime,default,256,0.0,256.0,0.000336,0.0514,720
bedrock-llama3.3-70b,aime,default,512,0.0014,512.0,0.00052,0.0514,720
bedrock-llama3.3-70b,aime,default,1024,0.0375,930.0,0.000821,0.0514,720
bedrock-llama3.3-70b,aime,default,2048,0.0514,1120.0,0.000958,0.0514,720
bedrock-llama3.3-70b,aime,default,4096,0.0514,1120.0,0.000958,0.0514,720
bedrock-llama3.3-70b,aime,default,8192,0.0514,1120.0,0.000958,0.0514,720
bedrock-llama3.3-70b,aime,default,16384,0.0514,1120.0,0.000958,0.0514,720
bedrock-llama3.3-70b,aime,default,32768,0.0514,1120.0,0.000958,0.0514,720
bedrock-llama3.3-70b,aime,default,65536,0.0514,1120.0,0.000958,0.0514,720
bedrock-llama3.3-70b,aime,default,131072,0.0514,1120.0,0.000958,0.0514,720
bedrock-llama3.3-70b,gpqa,default,64,0.0,64.0,0.000257,0.4744,3168
bedrock-llama3.3-70b,gpqa,default,128,0.0,128.0,0.000303,0.4744,3168
bedrock-llama3.3-70b,gpqa,default,256,0.0013,256.0,0.000395,0.4744,3168
bedrock-llama3.3-70b,gpqa,default,512,0.0852,497.0,0.000568,0.4744,3168
bedrock-llama3.3-70b,gpqa,default,1024,0.3958,740.0,0.000744,0.4744,3168
bedrock-llama3.3-70b,gpqa,default,2048,0.4729,804.0,0.000789,0.4744,3168
bedrock-llama3.3-70b,gpqa,default,4096,0.4744,808.0,0.000793,0.4744,3168
bedrock-llama3.3-70b,gpqa,default,8192,0.4744,808.0,0.000793,0.4744,3168
bedrock-llama3.3-70b,gpqa,default,16384,0.4744,808.0,0.000793,0.4744,3168
bedrock-llama3.3-70b,gpqa,default,32768,0.4744,808.0,0.000793,0.4744,3168
bedrock-llama3.3-70b,gpqa,default,65536,0.4744,808.0,0.000793,0.4744,3168
bedrock-llama3.3-70b,gpqa,default,131072,0.4744,808.0,0.000793,0.4744,3168
bedrock-llama4-maverick,aime,default,64,0.0,64.0,0.000105,0.2056,360
bedrock-llama4-maverick,aime,default,128,0.0,128.0,0.000167,0.2056,360
bedrock-llama4-maverick,aime,default,256,0.0,256.0,0.000292,0.2056,360
bedrock-llama4-maverick,aime,default,512,0.0028,512.0,0.00054,0.2056,360
bedrock-llama4-maverick,aime,default,1024,0.0833,986.0,0.001,0.2056,360
bedrock-llama4-maverick,aime,default,2048,0.2056,1270.0,0.001275,0.2056,360
bedrock-llama4-maverick,aime,default,4096,0.2056,1272.0,0.001277,0.2056,360
bedrock-llama4-maverick,aime,default,8192,0.2056,1272.0,0.001277,0.2056,360
bedrock-llama4-maverick,aime,default,16384,0.2056,1272.0,0.001277,0.2056,360
bedrock-llama4-maverick,aime,default,32768,0.2056,1272.0,0.001277,0.2056,360
bedrock-llama4-maverick,aime,default,65536,0.2056,1272.0,0.001277,0.2056,360
bedrock-llama4-maverick,aime,default,131072,0.2056,1272.0,0.001277,0.2056,360
bedrock-llama4-maverick,gpqa,default,64,0.0,64.0,0.000123,0.6698,1584
bedrock-llama4-maverick,gpqa,default,128,0.0,128.0,0.000185,0.6698,1584
bedrock-llama4-maverick,gpqa,default,256,0.0,256.0,0.000309,0.6698,1584
bedrock-llama4-maverick,gpqa,default,512,0.0335,510.0,0.000555,0.6698,1584
bedrock-llama4-maverick,gpqa,default,1024,0.5404,834.0,0.00087,0.6698,1584
bedrock-llama4-maverick,gpqa,default,2048,0.6692,897.0,0.000931,0.6698,1584
bedrock-llama4-maverick,gpqa,default,4096,0.6698,898.0,0.000932,0.6698,1584
bedrock-llama4-maverick,gpqa,default,8192,0.6698,898.0,0.000932,0.6698,1584
bedrock-llama4-maverick,gpqa,default,16384,0.6698,898.0,0.000932,0.6698,1584
bedrock-llama4-maverick,gpqa,default,32768,0.6698,898.0,0.000932,0.6698,1584
bedrock-llama4-maverick,gpqa,default,65536,0.6698,898.0,0.000932,0.6698,1584
bedrock-llama4-maverick,gpqa,default,131072,0.6698,898.0,0.000932,0.6698,1584
bedrock-mistral-large-2402,aime,default,64,0.0,64.0,0.001563,0.0194,720
bedrock-mistral-large-2402,aime,default,128,0.0,128.0,0.002331,0.0194,720
bedrock-mistral-large-2402,aime,default,256,0.0,256.0,0.003867,0.0194,720
bedrock-mistral-large-2402,aime,default,512,0.0028,491.0,0.00669,0.0194,720
bedrock-mistral-large-2402,aime,default,1024,0.0194,682.0,0.008976,0.0194,720
bedrock-mistral-large-2402,aime,default,2048,0.0194,724.0,0.009478,0.0194,720
bedrock-mistral-large-2402,aime,default,4096,0.0194,727.0,0.009522,0.0194,720
bedrock-mistral-large-2402,aime,default,8192,0.0194,727.0,0.009522,0.0194,720
bedrock-mistral-large-2402,aime,default,16384,0.0194,727.0,0.009522,0.0194,720
bedrock-mistral-large-2402,aime,default,32768,0.0194,727.0,0.009522,0.0194,720
bedrock-mistral-large-2402,aime,default,65536,0.0194,727.0,0.009522,0.0194,720
bedrock-mistral-large-2402,aime,default,131072,0.0194,727.0,0.009522,0.0194,720
bedrock-mistral-large-2402,gpqa,default,64,0.0016,64.0,0.001939,0.3876,3168
bedrock-mistral-large-2402,gpqa,default,128,0.0278,126.0,0.002685,0.3876,3168
bedrock-mistral-large-2402,gpqa,default,256,0.1098,236.0,0.003999,0.3876,3168
bedrock-mistral-large-2402,gpqa,default,512,0.3346,342.0,0.005278,0.3876,3168
bedrock-mistral-large-2402,gpqa,default,1024,0.3857,362.0,0.00551,0.3876,3168
bedrock-mistral-large-2402,gpqa,default,2048,0.3873,363.0,0.005528,0.3876,3168
bedrock-mistral-large-2402,gpqa,default,4096,0.3876,364.0,0.005539,0.3876,3168
bedrock-mistral-large-2402,gpqa,default,8192,0.3876,364.0,0.005539,0.3876,3168
bedrock-mistral-large-2402,gpqa,default,16384,0.3876,364.0,0.005539,0.3876,3168
bedrock-mistral-large-2402,gpqa,default,32768,0.3876,364.0,0.005539,0.3876,3168
bedrock-mistral-large-2402,gpqa,default,65536,0.3876,364.0,0.005539,0.3876,3168
bedrock-mistral-large-2402,gpqa,default,131072,0.3876,364.0,0.005539,0.3876,3168
bedrock-qwen3-235b-2507,gpqa,default,64,0.0,64.0,0.000115,0.6061,198
bedrock-qwen3-235b-2507,gpqa,default,128,0.0,128.0,0.000172,0.6061,198
bedrock-qwen3-235b-2507,gpqa,default,256,0.0152,255.0,0.000284,0.6061,198
bedrock-qwen3-235b-2507,gpqa,default,512,0.4444,422.0,0.00043,0.6061,198
bedrock-qwen3-235b-2507,gpqa,default,1024,0.5707,475.0,0.000477,0.6061,198
bedrock-qwen3-235b-2507,gpqa,default,2048,0.6061,505.0,0.000503,0.6061,198
bedrock-qwen3-235b-2507,gpqa,default,4096,0.6061,527.0,0.000522,0.6061,198
bedrock-qwen3-235b-2507,gpqa,default,8192,0.6061,532.0,0.000527,0.6061,198
bedrock-qwen3-235b-2507,gpqa,default,16384,0.6061,532.0,0.000527,0.6061,198
bedrock-qwen3-235b-2507,gpqa,default,32768,0.6061,532.0,0.000527,0.6061,198
bedrock-qwen3-235b-2507,gpqa,default,65536,0.6061,532.0,0.000527,0.6061,198
bedrock-qwen3-235b-2507,gpqa,default,131072,0.6061,532.0,0.000527,0.6061,198
bedrock-qwen3-32b,aime,default,64,0.0,64.0,6.8e-05,0.1333,45
bedrock-qwen3-32b,aime,default,128,0.0,128.0,0.000106,0.1333,45
bedrock-qwen3-32b,aime,default,256,0.0,256.0,0.000183,0.1333,45
bedrock-qwen3-32b,aime,default,512,0.0,512.0,0.000336,0.1333,45
bedrock-qwen3-32b,aime,default,1024,0.0222,1011.0,0.000636,0.1333,45
bedrock-qwen3-32b,aime,default,2048,0.0889,1849.0,0.001139,0.1333,45
bedrock-qwen3-32b,aime,default,4096,0.1333,2620.0,0.001601,0.1333,45
bedrock-qwen3-32b,aime,default,8192,0.1333,2705.0,0.001652,0.1333,45
bedrock-qwen3-32b,aime,default,16384,0.1333,2705.0,0.001652,0.1333,45
bedrock-qwen3-32b,aime,default,32768,0.1333,2705.0,0.001652,0.1333,45
bedrock-qwen3-32b,aime,default,65536,0.1333,2705.0,0.001652,0.1333,45
bedrock-qwen3-32b,aime,default,131072,0.1333,2705.0,0.001652,0.1333,45
bedrock-qwen3-32b,chess,default,64,0.0,63.0,6e-05,0.0,100
bedrock-qwen3-32b,chess,default,128,0.0,127.0,9.8e-05,0.0,100
bedrock-qwen3-32b,chess,default,256,0.0,254.0,0.000174,0.0,100
bedrock-qwen3-32b,chess,default,512,0.0,489.0,0.000315,0.0,100
bedrock-qwen3-32b,chess,default,1024,0.0,646.0,0.00041,0.0,100
bedrock-qwen3-32b,chess,default,2048,0.0,661.0,0.000418,0.0,100
bedrock-qwen3-32b,chess,default,4096,0.0,661.0,0.000418,0.0,100
bedrock-qwen3-32b,chess,default,8192,0.0,661.0,0.000418,0.0,100
bedrock-qwen3-32b,chess,default,16384,0.0,661.0,0.000418,0.0,100
bedrock-qwen3-32b,chess,default,32768,0.0,661.0,0.000418,0.0,100
bedrock-qwen3-32b,chess,default,65536,0.0,661.0,0.000418,0.0,100
bedrock-qwen3-32b,chess,default,131072,0.0,661.0,0.000418,0.0,100
bedrock-qwen3-32b,gpqa,default,64,0.0,64.0,7.9e-05,0.5253,198
bedrock-qwen3-32b,gpqa,default,128,0.0,128.0,0.000118,0.5253,198
bedrock-qwen3-32b,gpqa,default,256,0.0,256.0,0.000194,0.5253,198
bedrock-qwen3-32b,gpqa,default,512,0.0808,502.0,0.000342,0.5253,198
bedrock-qwen3-32b,gpqa,default,1024,0.3283,827.0,0.000537,0.5253,198
bedrock-qwen3-32b,gpqa,default,2048,0.5101,989.0,0.000634,0.5253,198
bedrock-qwen3-32b,gpqa,default,4096,0.5202,1050.0,0.000671,0.5253,198
bedrock-qwen3-32b,gpqa,default,8192,0.5253,1053.0,0.000672,0.5253,198
bedrock-qwen3-32b,gpqa,default,16384,0.5253,1053.0,0.000672,0.5253,198
bedrock-qwen3-32b,gpqa,default,32768,0.5253,1053.0,0.000672,0.5253,198
bedrock-qwen3-32b,gpqa,default,65536,0.5253,1053.0,0.000672,0.5253,198
bedrock-qwen3-32b,gpqa,default,131072,0.5253,1053.0,0.000672,0.5253,198
claude-3-opus-20240229,aime,default,64,0.0,64.0,0.007818,0.0472,720
claude-3-opus-20240229,aime,default,128,0.0,128.0,0.012618,0.0472,720
claude-3-opus-20240229,aime,default,256,0.0,256.0,0.0222,0.0472,720
claude-3-opus-20240229,aime,default,512,0.0181,476.0,0.038734,0.0472,720
claude-3-opus-20240229,aime,default,1024,0.0472,613.0,0.049024,0.0472,720
claude-3-opus-20240229,aime,default,2048,0.0472,634.0,0.050565,0.0472,720
claude-3-opus-20240229,aime,default,4096,0.0472,639.0,0.050938,0.0472,720
claude-3-opus-20240229,aime,default,8192,0.0472,639.0,0.050938,0.0472,720
claude-3-opus-20240229,aime,default,16384,0.0472,639.0,0.050938,0.0472,720
claude-3-opus-20240229,aime,default,32768,0.0472,639.0,0.050938,0.0472,720
claude-3-opus-20240229,aime,default,65536,0.0472,639.0,0.050938,0.0472,720
claude-3-opus-20240229,aime,default,131072,0.0472,639.0,0.050938,0.0472,720
claude-3-opus-20240229,chess,default,64,0.0,64.0,0.006991,0.05,100
claude-3-opus-20240229,chess,default,128,0.0,127.0,0.011742,0.05,100
claude-3-opus-20240229,chess,default,256,0.01,236.0,0.019912,0.05,100
claude-3-opus-20240229,chess,default,512,0.05,284.0,0.023523,0.05,100
claude-3-opus-20240229,chess,default,1024,0.05,284.0,0.023523,0.05,100
claude-3-opus-20240229,chess,default,2048,0.05,284.0,0.023523,0.05,100
claude-3-opus-20240229,chess,default,4096,0.05,284.0,0.023523,0.05,100
claude-3-opus-20240229,chess,default,8192,0.05,284.0,0.023523,0.05,100
claude-3-opus-20240229,chess,default,16384,0.05,284.0,0.023523,0.05,100
claude-3-opus-20240229,chess,default,32768,0.05,284.0,0.023523,0.05,100
claude-3-opus-20240229,chess,default,65536,0.05,284.0,0.023523,0.05,100
claude-3-opus-20240229,chess,default,131072,0.05,284.0,0.023523,0.05,100
claude-3-opus-20240229,gpqa,default,64,0.0,64.0,0.009232,0.4716,3168
claude-3-opus-20240229,gpqa,default,128,0.0,128.0,0.014032,0.4716,3168
claude-3-opus-20240229,gpqa,default,256,0.0193,255.0,0.023557,0.4716,3168
claude-3-opus-20240229,gpqa,default,512,0.3699,407.0,0.03493,0.4716,3168
claude-3-opus-20240229,gpqa,default,1024,0.471,429.0,0.036598,0.4716,3168
claude-3-opus-20240229,gpqa,default,2048,0.4716,429.0,0.036607,0.4716,3168
claude-3-opus-20240229,gpqa,default,4096,0.4716,429.0,0.036607,0.4716,3168
claude-3-opus-20240229,gpqa,default,8192,0.4716,429.0,0.036607,0.4716,3168
claude-3-opus-20240229,gpqa,default,16384,0.4716,429.0,0.036607,0.4716,3168
claude-3-opus-20240229,gpqa,default,32768,0.4716,429.0,0.036607,0.4716,3168
claude-3-opus-20240229,gpqa,default,65536,0.4716,429.0,0.036607,0.4716,3168
claude-3-opus-20240229,gpqa,default,131072,0.4716,429.0,0.036607,0.4716,3168
claude-fable-5,aime,high,64,0.0,64.0,0.00508,1.0,45
claude-fable-5,aime,high,128,0.0,128.0,0.00828,1.0,45
claude-fable-5,aime,high,256,0.0,256.0,0.01468,1.0,45
claude-fable-5,aime,high,512,0.0,512.0,0.02748,1.0,45
claude-fable-5,aime,high,1024,0.1111,1012.7,0.052517,1.0,45
claude-fable-5,aime,high,2048,0.5111,1714.8,0.087623,1.0,45
claude-fable-5,aime,high,4096,0.7333,2412.9,0.122526,1.0,45
claude-fable-5,aime,high,8192,0.8,3381.0,0.170929,1.0,45
claude-fable-5,aime,high,16384,0.9333,4201.6,0.211958,1.0,45
claude-fable-5,aime,high,32768,1.0,4504.1,0.227084,1.0,45
claude-fable-5,aime,high,65536,1.0,4504.1,0.227084,1.0,45
claude-fable-5,aime,high,131072,1.0,4504.1,0.227084,1.0,45
claude-fable-5,aime,low,64,0.0,64.0,0.00508,0.9778,45
claude-fable-5,aime,low,128,0.0,128.0,0.00828,0.9778,45
claude-fable-5,aime,low,256,0.0,256.0,0.01468,0.9778,45
claude-fable-5,aime,low,512,0.1111,502.0,0.026978,0.9778,45
claude-fable-5,aime,low,1024,0.4222,865.4,0.045153,0.9778,45
claude-fable-5,aime,low,2048,0.6444,1317.8,0.067769,0.9778,45
claude-fable-5,aime,low,4096,0.8,1814.8,0.092619,0.9778,45
claude-fable-5,aime,low,8192,0.9111,2268.4,0.1153,0.9778,45
claude-fable-5,aime,low,16384,0.9333,2642.3,0.133996,0.9778,45
claude-fable-5,aime,low,32768,0.9778,2760.8,0.139922,0.9778,45
claude-fable-5,aime,low,65536,0.9778,2760.8,0.139922,0.9778,45
claude-fable-5,aime,low,131072,0.9778,2760.8,0.139922,0.9778,45
claude-fable-5,chess,high,64,0.0,64.0,0.004905,0.41,100
claude-fable-5,chess,high,128,0.0,128.0,0.008105,0.41,100
claude-fable-5,chess,high,256,0.0,256.0,0.014505,0.41,100
claude-fable-5,chess,high,512,0.0,512.0,0.027305,0.41,100
claude-fable-5,chess,high,1024,0.0,1024.0,0.052905,0.41,100
claude-fable-5,chess,high,2048,0.01,2042.4,0.103826,0.41,100
