model,benchmark,effort,budget,acc,mean_tokens_used,cost_per_task_usd,full_run_acc,n_samples
gpt-5.4-2026-03-05,aime,none,1024,0.3111,940.0,0.014549,0.5778,45
gpt-5.4-2026-03-05,aime,none,2048,0.5111,1392.0,0.021336,0.5778,45
gpt-5.4-2026-03-05,aime,none,4096,0.5556,1887.0,0.02875,0.5778,45
gpt-5.4-2026-03-05,aime,none,8192,0.5778,2164.0,0.032918,0.5778,45
gpt-5.4-2026-03-05,aime,none,16384,0.5778,2190.0,0.033303,0.5778,45
gpt-5.4-2026-03-05,aime,none,32768,0.5778,2190.0,0.033303,0.5778,45
gpt-5.4-2026-03-05,aime,none,65536,0.5778,2190.0,0.033303,0.5778,45
gpt-5.4-2026-03-05,aime,none,131072,0.5778,2190.0,0.033303,0.5778,45
gpt-5.4-2026-03-05,aime,xhigh,64,0.0,64.0,0.001537,0.9968,317
gpt-5.4-2026-03-05,aime,xhigh,128,0.0,128.0,0.002497,0.9968,317
gpt-5.4-2026-03-05,aime,xhigh,256,0.0,256.0,0.004417,0.9968,317
gpt-5.4-2026-03-05,aime,xhigh,512,0.0,512.0,0.008257,0.9968,317
gpt-5.4-2026-03-05,aime,xhigh,1024,0.0379,1019.0,0.015865,0.9968,317
gpt-5.4-2026-03-05,aime,xhigh,2048,0.1546,1944.0,0.029733,0.9968,317
gpt-5.4-2026-03-05,aime,xhigh,4096,0.3155,3508.0,0.053198,0.9968,317
gpt-5.4-2026-03-05,aime,xhigh,8192,0.5205,5853.0,0.088367,0.9968,317
gpt-5.4-2026-03-05,aime,xhigh,16384,0.8486,8522.0,0.128409,0.9968,317
gpt-5.4-2026-03-05,aime,xhigh,32768,0.9905,8907.0,0.134183,0.9968,317
gpt-5.4-2026-03-05,aime,xhigh,65536,0.9968,9033.0,0.136073,0.9968,317
gpt-5.4-2026-03-05,aime,xhigh,131072,0.9968,9033.0,0.136073,0.9968,317
gpt-5.4-2026-03-05,chess,high,64,0.0,64.0,0.001306,0.38,100
gpt-5.4-2026-03-05,chess,high,128,0.0,128.0,0.002266,0.38,100
gpt-5.4-2026-03-05,chess,high,256,0.0,256.0,0.004185,0.38,100
gpt-5.4-2026-03-05,chess,high,512,0.0,512.0,0.008025,0.38,100
gpt-5.4-2026-03-05,chess,high,1024,0.0,1024.0,0.015706,0.38,100
gpt-5.4-2026-03-05,chess,high,2048,0.0,2048.0,0.031065,0.38,100
gpt-5.4-2026-03-05,chess,high,4096,0.0,4096.0,0.061786,0.38,100
gpt-5.4-2026-03-05,chess,high,8192,0.0,8153.0,0.122641,0.38,100
gpt-5.4-2026-03-05,chess,high,16384,0.07,15650.0,0.235093,0.38,100
gpt-5.4-2026-03-05,chess,high,32768,0.29,24874.0,0.373462,0.38,100
gpt-5.4-2026-03-05,chess,high,65536,0.38,28226.0,0.423742,0.38,100
gpt-5.4-2026-03-05,chess,high,131072,0.38,28226.0,0.423742,0.38,100
gpt-5.4-2026-03-05,chess,low,64,0.0,64.0,0.001306,0.2,100
gpt-5.4-2026-03-05,chess,low,128,0.0,128.0,0.002266,0.2,100
gpt-5.4-2026-03-05,chess,low,256,0.0,256.0,0.004185,0.2,100
gpt-5.4-2026-03-05,chess,low,512,0.0,512.0,0.008025,0.2,100
gpt-5.4-2026-03-05,chess,low,1024,0.0,1024.0,0.015706,0.2,100
gpt-5.4-2026-03-05,chess,low,2048,0.0,2043.0,0.030989,0.2,100
gpt-5.4-2026-03-05,chess,low,4096,0.07,3793.0,0.057245,0.2,100
gpt-5.4-2026-03-05,chess,low,8192,0.19,4851.0,0.073116,0.2,100
gpt-5.4-2026-03-05,chess,low,16384,0.2,4913.0,0.074039,0.2,100
gpt-5.4-2026-03-05,chess,low,32768,0.2,4913.0,0.074039,0.2,100
gpt-5.4-2026-03-05,chess,low,65536,0.2,4913.0,0.074039,0.2,100
gpt-5.4-2026-03-05,chess,low,131072,0.2,4913.0,0.074039,0.2,100
gpt-5.4-2026-03-05,chess,medium,64,0.0,64.0,0.001306,0.38,100
gpt-5.4-2026-03-05,chess,medium,128,0.0,128.0,0.002266,0.38,100
gpt-5.4-2026-03-05,chess,medium,256,0.0,256.0,0.004185,0.38,100
gpt-5.4-2026-03-05,chess,medium,512,0.0,512.0,0.008025,0.38,100
gpt-5.4-2026-03-05,chess,medium,1024,0.0,1024.0,0.015706,0.38,100
gpt-5.4-2026-03-05,chess,medium,2048,0.0,2048.0,0.031065,0.38,100
gpt-5.4-2026-03-05,chess,medium,4096,0.0,4074.0,0.061463,0.38,100
gpt-5.4-2026-03-05,chess,medium,8192,0.04,7924.0,0.119198,0.38,100
gpt-5.4-2026-03-05,chess,medium,16384,0.3,13098.0,0.196819,0.38,100
gpt-5.4-2026-03-05,chess,medium,32768,0.38,15768.0,0.236872,0.38,100
gpt-5.4-2026-03-05,chess,medium,65536,0.38,16001.0,0.240366,0.38,100
gpt-5.4-2026-03-05,chess,medium,131072,0.38,16001.0,0.240366,0.38,100
gpt-5.4-2026-03-05,chess,none,64,0.0,63.0,0.001293,0.05,100
gpt-5.4-2026-03-05,chess,none,128,0.0,123.0,0.002193,0.05,100
gpt-5.4-2026-03-05,chess,none,256,0.04,192.0,0.003227,0.05,100
gpt-5.4-2026-03-05,chess,none,512,0.04,231.0,0.003806,0.05,100
gpt-5.4-2026-03-05,chess,none,1024,0.04,274.0,0.004454,0.05,100
gpt-5.4-2026-03-05,chess,none,2048,0.05,290.0,0.0047,0.05,100
gpt-5.4-2026-03-05,chess,none,4096,0.05,290.0,0.0047,0.05,100
gpt-5.4-2026-03-05,chess,none,8192,0.05,290.0,0.0047,0.05,100
gpt-5.4-2026-03-05,chess,none,16384,0.05,290.0,0.0047,0.05,100
gpt-5.4-2026-03-05,chess,none,32768,0.05,290.0,0.0047,0.05,100
gpt-5.4-2026-03-05,chess,none,65536,0.05,290.0,0.0047,0.05,100
gpt-5.4-2026-03-05,chess,none,131072,0.05,290.0,0.0047,0.05,100
gpt-5.4-2026-03-05,chess,xhigh,64,0.0,64.0,0.013622,0.44,100
gpt-5.4-2026-03-05,chess,xhigh,128,0.0,128.0,0.014582,0.44,100
gpt-5.4-2026-03-05,chess,xhigh,256,0.0,256.0,0.016502,0.44,100
gpt-5.4-2026-03-05,chess,xhigh,512,0.0,512.0,0.020342,0.44,100
gpt-5.4-2026-03-05,chess,xhigh,1024,0.0,1024.0,0.028022,0.44,100
gpt-5.4-2026-03-05,chess,xhigh,2048,0.0,2044.0,0.043321,0.44,100
gpt-5.4-2026-03-05,chess,xhigh,4096,0.0,4051.0,0.073426,0.44,100
gpt-5.4-2026-03-05,chess,xhigh,8192,0.01,7984.0,0.132419,0.44,100
gpt-5.4-2026-03-05,chess,xhigh,16384,0.02,15679.0,0.24785,0.44,100
gpt-5.4-2026-03-05,chess,xhigh,32768,0.19,28841.0,0.445273,0.44,100
gpt-5.4-2026-03-05,chess,xhigh,65536,0.42,40834.0,0.625168,0.44,100
gpt-5.4-2026-03-05,chess,xhigh,131072,0.44,41504.0,0.635223,0.44,100
gpt-5.4-2026-03-05,gpqa,high,64,0.0,64.0,0.001607,0.899,198
gpt-5.4-2026-03-05,gpqa,high,128,0.0,128.0,0.002567,0.899,198
gpt-5.4-2026-03-05,gpqa,high,256,0.0051,256.0,0.004486,0.899,198
gpt-5.4-2026-03-05,gpqa,high,512,0.1263,496.0,0.00808,0.899,198
gpt-5.4-2026-03-05,gpqa,high,1024,0.399,852.0,0.01343,0.899,198
gpt-5.4-2026-03-05,gpqa,high,2048,0.5808,1332.0,0.020622,0.899,198
gpt-5.4-2026-03-05,gpqa,high,4096,0.7626,1879.0,0.028834,0.899,198
gpt-5.4-2026-03-05,gpqa,high,8192,0.8232,2457.0,0.037497,0.899,198
gpt-5.4-2026-03-05,gpqa,high,16384,0.8889,2881.0,0.043866,0.899,198
gpt-5.4-2026-03-05,gpqa,high,32768,0.899,3046.0,0.04634,0.899,198
gpt-5.4-2026-03-05,gpqa,high,65536,0.899,3049.0,0.046382,0.899,198
gpt-5.4-2026-03-05,gpqa,high,131072,0.899,3049.0,0.046382,0.899,198
gpt-5.4-2026-03-05,gpqa,low,64,0.0,64.0,0.001607,0.8485,198
gpt-5.4-2026-03-05,gpqa,low,128,0.0051,128.0,0.002566,0.8485,198
gpt-5.4-2026-03-05,gpqa,low,256,0.0606,252.0,0.004426,0.8485,198
gpt-5.4-2026-03-05,gpqa,low,512,0.3131,459.0,0.007532,0.8485,198
gpt-5.4-2026-03-05,gpqa,low,1024,0.6212,698.0,0.01111,0.8485,198
gpt-5.4-2026-03-05,gpqa,low,2048,0.8131,892.0,0.014023,0.8485,198
gpt-5.4-2026-03-05,gpqa,low,4096,0.8434,990.0,0.015501,0.8485,198
gpt-5.4-2026-03-05,gpqa,low,8192,0.8485,1005.0,0.015717,0.8485,198
gpt-5.4-2026-03-05,gpqa,low,16384,0.8485,1005.0,0.015717,0.8485,198
gpt-5.4-2026-03-05,gpqa,low,32768,0.8485,1005.0,0.015717,0.8485,198
gpt-5.4-2026-03-05,gpqa,low,65536,0.8485,1005.0,0.015717,0.8485,198
gpt-5.4-2026-03-05,gpqa,low,131072,0.8485,1005.0,0.015717,0.8485,198
gpt-5.4-2026-03-05,gpqa,medium,64,0.0,64.0,0.001607,0.8889,198
gpt-5.4-2026-03-05,gpqa,medium,128,0.0,128.0,0.002567,0.8889,198
gpt-5.4-2026-03-05,gpqa,medium,256,0.0202,256.0,0.00448,0.8889,198
gpt-5.4-2026-03-05,gpqa,medium,512,0.197,483.0,0.007888,0.8889,198
gpt-5.4-2026-03-05,gpqa,medium,1024,0.4949,797.0,0.012601,0.8889,198
gpt-5.4-2026-03-05,gpqa,medium,2048,0.7273,1162.0,0.01808,0.8889,198
gpt-5.4-2026-03-05,gpqa,medium,4096,0.8182,1496.0,0.023091,0.8889,198
gpt-5.4-2026-03-05,gpqa,medium,8192,0.8737,1801.0,0.027655,0.8889,198
gpt-5.4-2026-03-05,gpqa,medium,16384,0.8889,1977.0,0.030296,0.8889,198
gpt-5.4-2026-03-05,gpqa,medium,32768,0.8889,2114.0,0.032356,0.8889,198
gpt-5.4-2026-03-05,gpqa,medium,65536,0.8889,2114.0,0.032356,0.8889,198
gpt-5.4-2026-03-05,gpqa,medium,131072,0.8889,2114.0,0.032356,0.8889,198
gpt-5.4-2026-03-05,gpqa,none,64,0.0,64.0,0.001607,0.7475,198
gpt-5.4-2026-03-05,gpqa,none,128,0.0303,127.0,0.002558,0.7475,198
gpt-5.4-2026-03-05,gpqa,none,256,0.1919,239.0,0.004234,0.7475,198
gpt-5.4-2026-03-05,gpqa,none,512,0.6364,344.0,0.005801,0.7475,198
gpt-5.4-2026-03-05,gpqa,none,1024,0.7424,378.0,0.00632,0.7475,198
gpt-5.4-2026-03-05,gpqa,none,2048,0.7475,380.0,0.006344,0.7475,198
gpt-5.4-2026-03-05,gpqa,none,4096,0.7475,380.0,0.006344,0.7475,198
gpt-5.4-2026-03-05,gpqa,none,8192,0.7475,380.0,0.006344,0.7475,198
gpt-5.4-2026-03-05,gpqa,none,16384,0.7475,380.0,0.006344,0.7475,198
gpt-5.4-2026-03-05,gpqa,none,32768,0.7475,380.0,0.006344,0.7475,198
gpt-5.4-2026-03-05,gpqa,none,65536,0.7475,380.0,0.006344,0.7475,198
gpt-5.4-2026-03-05,gpqa,none,131072,0.7475,380.0,0.006344,0.7475,198
gpt-5.4-2026-03-05,gpqa,xhigh,64,0.0,64.0,0.001603,0.939,1541
gpt-5.4-2026-03-05,gpqa,xhigh,128,0.0,128.0,0.002563,0.939,1541
gpt-5.4-2026-03-05,gpqa,xhigh,256,0.0019,256.0,0.004482,0.939,1541
gpt-5.4-2026-03-05,gpqa,xhigh,512,0.0513,505.0,0.008219,0.939,1541
gpt-5.4-2026-03-05,gpqa,xhigh,1024,0.2336,937.0,0.0147,0.939,1541
gpt-5.4-2026-03-05,gpqa,xhigh,2048,0.414,1604.0,0.024709,0.939,1541
gpt-5.4-2026-03-05,gpqa,xhigh,4096,0.5659,2604.0,0.039709,0.939,1541
gpt-5.4-2026-03-05,gpqa,xhigh,8192,0.7638,3831.0,0.058105,0.939,1541
gpt-5.4-2026-03-05,gpqa,xhigh,16384,0.9143,4804.0,0.072705,0.939,1541
gpt-5.4-2026-03-05,gpqa,xhigh,32768,0.9384,4907.0,0.074244,0.939,1541
gpt-5.4-2026-03-05,gpqa,xhigh,65536,0.939,4918.0,0.074413,0.939,1541
gpt-5.4-2026-03-05,gpqa,xhigh,131072,0.939,4918.0,0.074413,0.939,1541
gpt-5.4-mini,fm13,high,1000,0.0,0.0,0.0,0.575,40
gpt-5.4-mini,fm13,high,2000,0.0,223.0,0.000338,0.575,40
gpt-5.4-mini,fm13,high,4000,0.0,901.0,0.001808,0.575,40
gpt-5.4-mini,fm13,high,8000,0.0,3607.0,0.009992,0.575,40
gpt-5.4-mini,fm13,high,16000,0.025,11725.0,0.035241,0.575,40
gpt-5.4-mini,fm13,high,32000,0.025,25942.0,0.079484,0.575,40
gpt-5.4-mini,fm13,high,64000,0.25,53253.0,0.159413,0.575,40
gpt-5.4-mini,fm13,high,128000,0.3,91396.0,0.25618,0.575,40
gpt-5.4-mini,fm13,high,256000,0.375,154412.0,0.391062,0.575,40
gpt-5.4-mini,fm13,high,512000,0.425,257502.0,0.569796,0.575,40
gpt-5.4-mini,fm13,high,1000000,0.575,331541.0,0.684578,0.575,40
gpt-5.4-mini,fm13,low,1000,0.0,0.0,0.0,0.35,40
gpt-5.4-mini,fm13,low,2000,0.0,343.0,0.000424,0.35,40
gpt-5.4-mini,fm13,low,4000,0.0,2025.0,0.004523,0.35,40
gpt-5.4-mini,fm13,low,8000,0.025,5378.0,0.013166,0.35,40
gpt-5.4-mini,fm13,low,16000,0.15,10820.0,0.024146,0.35,40
gpt-5.4-mini,fm13,low,32000,0.2,18321.0,0.036731,0.35,40
gpt-5.4-mini,fm13,low,64000,0.275,26542.0,0.047798,0.35,40
gpt-5.4-mini,fm13,low,128000,0.35,32555.0,0.054242,0.35,40
gpt-5.4-mini,fm13,low,256000,0.35,34081.0,0.055023,0.35,40
gpt-5.4-mini,fm13,low,512000,0.35,34081.0,0.055023,0.35,40
gpt-5.4-mini,fm13,low,1000000,0.35,34081.0,0.055023,0.35,40
gpt-5.4-mini,fm13,medium,1000,0.0,0.0,0.0,0.525,40
gpt-5.4-mini,fm13,medium,2000,0.0,123.0,0.000147,0.525,40
gpt-5.4-mini,fm13,medium,4000,0.0,1002.0,0.002251,0.525,40
gpt-5.4-mini,fm13,medium,8000,0.0,3780.0,0.01079,0.525,40
gpt-5.4-mini,fm13,medium,16000,0.0,11807.0,0.036652,0.525,40
gpt-5.4-mini,fm13,medium,32000,0.125,25590.0,0.074168,0.525,40
gpt-5.4-mini,fm13,medium,64000,0.275,48686.0,0.135968,0.525,40
gpt-5.4-mini,fm13,medium,128000,0.325,84915.0,0.213338,0.525,40
gpt-5.4-mini,fm13,medium,256000,0.45,138509.0,0.304951,0.525,40
gpt-5.4-mini,fm13,medium,512000,0.45,221304.0,0.427601,0.525,40
gpt-5.4-mini,fm13,medium,1000000,0.525,274658.0,0.501963,0.525,40
gpt-5.4-mini,fm13,none,1000,0.0,0.0,0.0,0.15,40
gpt-5.4-mini,fm13,none,2000,0.0,1219.0,0.001334,0.15,40
gpt-5.4-mini,fm13,none,4000,0.0,2391.0,0.00322,0.15,40
gpt-5.4-mini,fm13,none,8000,0.025,6011.0,0.00844,0.15,40
gpt-5.4-mini,fm13,none,16000,0.075,9470.0,0.010707,0.15,40
gpt-5.4-mini,fm13,none,32000,0.15,13033.0,0.012574,0.15,40
gpt-5.4-mini,fm13,none,64000,0.15,13196.0,0.012601,0.15,40
gpt-5.4-mini,fm13,none,128000,0.15,13196.0,0.012601,0.15,40
gpt-5.4-mini,fm13,none,256000,0.15,13196.0,0.012601,0.15,40
gpt-5.4-mini,fm13,none,512000,0.15,13196.0,0.012601,0.15,40
gpt-5.4-mini,fm13,none,1000000,0.15,13196.0,0.012601,0.15,40
gpt-5.4-mini-2026-03-17,aime,none,64,0.0,64.0,0.000423,0.2667,45
gpt-5.4-mini-2026-03-17,aime,none,128,0.0,128.0,0.000711,0.2667,45
gpt-5.4-mini-2026-03-17,aime,none,256,0.0,256.0,0.001287,0.2667,45
gpt-5.4-mini-2026-03-17,aime,none,512,0.0667,504.5,0.002406,0.2667,45
gpt-5.4-mini-2026-03-17,aime,none,1024,0.2222,869.4,0.004048,0.2667,45
gpt-5.4-mini-2026-03-17,aime,none,2048,0.2667,1174.3,0.00542,0.2667,45
gpt-5.4-mini-2026-03-17,aime,none,4096,0.2667,1233.2,0.005685,0.2667,45
gpt-5.4-mini-2026-03-17,aime,none,8192,0.2667,1233.2,0.005685,0.2667,45
gpt-5.4-mini-2026-03-17,aime,none,16384,0.2667,1233.2,0.005685,0.2667,45
gpt-5.4-mini-2026-03-17,aime,none,32768,0.2667,1233.2,0.005685,0.2667,45
gpt-5.4-mini-2026-03-17,aime,none,65536,0.2667,1233.2,0.005685,0.2667,45
gpt-5.4-mini-2026-03-17,aime,none,131072,0.2667,1233.2,0.005685,0.2667,45
gpt-5.4-mini-2026-03-17,aime,xhigh,64,0.0,64.0,0.000423,0.8889,45
gpt-5.4-mini-2026-03-17,aime,xhigh,128,0.0,128.0,0.000711,0.8889,45
gpt-5.4-mini-2026-03-17,aime,xhigh,256,0.0,256.0,0.001287,0.8889,45
gpt-5.4-mini-2026-03-17,aime,xhigh,512,0.0,512.0,0.002439,0.8889,45
gpt-5.4-mini-2026-03-17,aime,xhigh,1024,0.0,1024.0,0.004743,0.8889,45
gpt-5.4-mini-2026-03-17,aime,xhigh,2048,0.0,2048.0,0.009351,0.8889,45
gpt-5.4-mini-2026-03-17,aime,xhigh,4096,0.0889,3952.9,0.017923,0.8889,45
gpt-5.4-mini-2026-03-17,aime,xhigh,8192,0.2,7500.9,0.03389,0.8889,45
gpt-5.4-mini-2026-03-17,aime,xhigh,16384,0.3111,13466.4,0.060734,0.8889,45
gpt-5.4-mini-2026-03-17,aime,xhigh,32768,0.5556,22185.4,0.09997,0.8889,45
gpt-5.4-mini-2026-03-17,aime,xhigh,65536,0.8,32742.3,0.147476,0.8889,45
gpt-5.4-mini-2026-03-17,aime,xhigh,131072,0.8889,38796.3,0.174719,0.8889,45
gpt-5.4-mini-2026-03-17,chess,none,64,0.03,51.3,0.000334,0.03,100
gpt-5.4-mini-2026-03-17,chess,none,128,0.03,54.8,0.00035,0.03,100
gpt-5.4-mini-2026-03-17,chess,none,256,0.03,56.1,0.000356,0.03,100
gpt-5.4-mini-2026-03-17,chess,none,512,0.03,56.1,0.000356,0.03,100
gpt-5.4-mini-2026-03-17,chess,none,1024,0.03,56.1,0.000356,0.03,100
gpt-5.4-mini-2026-03-17,chess,none,2048,0.03,56.1,0.000356,0.03,100
gpt-5.4-mini-2026-03-17,chess,none,4096,0.03,56.1,0.000356,0.03,100
gpt-5.4-mini-2026-03-17,chess,none,8192,0.03,56.1,0.000356,0.03,100
gpt-5.4-mini-2026-03-17,chess,none,16384,0.03,56.1,0.000356,0.03,100
gpt-5.4-mini-2026-03-17,chess,none,32768,0.03,56.1,0.000356,0.03,100
gpt-5.4-mini-2026-03-17,chess,none,65536,0.03,56.1,0.000356,0.03,100
gpt-5.4-mini-2026-03-17,chess,none,131072,0.03,56.1,0.000356,0.03,100
gpt-5.4-mini-2026-03-17,chess,xhigh,64,0.0,64.0,0.000392,0.24,100
gpt-5.4-mini-2026-03-17,chess,xhigh,128,0.0,128.0,0.00068,0.24,100
gpt-5.4-mini-2026-03-17,chess,xhigh,256,0.0,256.0,0.001256,0.24,100
gpt-5.4-mini-2026-03-17,chess,xhigh,512,0.0,512.0,0.002408,0.24,100
gpt-5.4-mini-2026-03-17,chess,xhigh,1024,0.0,1024.0,0.004712,0.24,100
gpt-5.4-mini-2026-03-17,chess,xhigh,2048,0.0,2048.0,0.00932,0.24,100
gpt-5.4-mini-2026-03-17,chess,xhigh,4096,0.0,4096.0,0.018536,0.24,100
gpt-5.4-mini-2026-03-17,chess,xhigh,8192,0.0,8192.0,0.036968,0.24,100
gpt-5.4-mini-2026-03-17,chess,xhigh,16384,0.0,16373.9,0.073786,0.24,100
gpt-5.4-mini-2026-03-17,chess,xhigh,32768,0.0,32594.1,0.146777,0.24,100
gpt-5.4-mini-2026-03-17,chess,xhigh,65536,0.06,62527.8,0.281479,0.24,100
gpt-5.4-mini-2026-03-17,chess,xhigh,131072,0.24,88128.9,0.396684,0.24,100
gpt-5.4-mini-2026-03-17,gpqa,none,64,0.0051,63.9,0.000481,0.6414,198
gpt-5.4-mini-2026-03-17,gpqa,none,128,0.0859,124.7,0.000755,0.6414,198
gpt-5.4-mini-2026-03-17,gpqa,none,256,0.3535,205.4,0.001118,0.6414,198
gpt-5.4-mini-2026-03-17,gpqa,none,512,0.5909,253.6,0.001335,0.6414,198
gpt-5.4-mini-2026-03-17,gpqa,none,1024,0.6414,261.5,0.001371,0.6414,198
gpt-5.4-mini-2026-03-17,gpqa,none,2048,0.6414,261.5,0.001371,0.6414,198
gpt-5.4-mini-2026-03-17,gpqa,none,4096,0.6414,261.5,0.001371,0.6414,198
gpt-5.4-mini-2026-03-17,gpqa,none,8192,0.6414,261.5,0.001371,0.6414,198
gpt-5.4-mini-2026-03-17,gpqa,none,16384,0.6414,261.5,0.001371,0.6414,198
gpt-5.4-mini-2026-03-17,gpqa,none,32768,0.6414,261.5,0.001371,0.6414,198
gpt-5.4-mini-2026-03-17,gpqa,none,65536,0.6414,261.5,0.001371,0.6414,198
gpt-5.4-mini-2026-03-17,gpqa,none,131072,0.6414,261.5,0.001371,0.6414,198
gpt-5.4-mini-2026-03-17,gpqa,xhigh,64,0.0,64.0,0.000482,0.8687,198
gpt-5.4-mini-2026-03-17,gpqa,xhigh,128,0.0,128.0,0.00077,0.8687,198
gpt-5.4-mini-2026-03-17,gpqa,xhigh,256,0.0051,255.7,0.001345,0.8687,198
gpt-5.4-mini-2026-03-17,gpqa,xhigh,512,0.0202,508.3,0.002481,0.8687,198
gpt-5.4-mini-2026-03-17,gpqa,xhigh,1024,0.1263,974.1,0.004578,0.8687,198
gpt-5.4-mini-2026-03-17,gpqa,xhigh,2048,0.2525,1776.5,0.008188,0.8687,198
gpt-5.4-mini-2026-03-17,gpqa,xhigh,4096,0.3687,3133.0,0.014293,0.8687,198
gpt-5.4-mini-2026-03-17,gpqa,xhigh,8192,0.4697,5400.2,0.024495,0.8687,198
gpt-5.4-mini-2026-03-17,gpqa,xhigh,16384,0.6061,9007.4,0.040727,0.8687,198
gpt-5.4-mini-2026-03-17,gpqa,xhigh,32768,0.7323,13450.0,0.060719,0.8687,198
gpt-5.4-mini-2026-03-17,gpqa,xhigh,65536,0.8687,16247.6,0.073308,0.8687,198
gpt-5.4-mini-2026-03-17,gpqa,xhigh,131072,0.8687,16310.3,0.073591,0.8687,198
gpt-5.4-nano-2026-03-17,aime,low,64,0.0,64.0,0.000116,0.6889,45
gpt-5.4-nano-2026-03-17,aime,low,128,0.0,128.0,0.000196,0.6889,45
gpt-5.4-nano-2026-03-17,aime,low,256,0.0,256.0,0.000356,0.6889,45
gpt-5.4-nano-2026-03-17,aime,low,512,0.0,512.0,0.000676,0.6889,45
gpt-5.4-nano-2026-03-17,aime,low,1024,0.0222,1019.8,0.001311,0.6889,45
gpt-5.4-nano-2026-03-17,aime,low,2048,0.2222,1881.2,0.002388,0.6889,45
gpt-5.4-nano-2026-03-17,aime,low,4096,0.5111,2924.0,0.003691,0.6889,45
gpt-5.4-nano-2026-03-17,aime,low,8192,0.6889,3468.7,0.004372,0.6889,45
gpt-5.4-nano-2026-03-17,aime,low,16384,0.6889,3476.4,0.004382,0.6889,45
gpt-5.4-nano-2026-03-17,aime,low,32768,0.6889,3476.4,0.004382,0.6889,45
gpt-5.4-nano-2026-03-17,aime,low,65536,0.6889,3476.4,0.004382,0.6889,45
gpt-5.4-nano-2026-03-17,aime,low,131072,0.6889,3476.4,0.004382,0.6889,45
gpt-5.4-nano-2026-03-17,aime,none,64,0.0,64.0,0.000116,0.4667,45
gpt-5.4-nano-2026-03-17,aime,none,128,0.0,128.0,0.000196,0.4667,45
gpt-5.4-nano-2026-03-17,aime,none,256,0.0,256.0,0.000356,0.4667,45
gpt-5.4-nano-2026-03-17,aime,none,512,0.0,508.0,0.000671,0.4667,45
gpt-5.4-nano-2026-03-17,aime,none,1024,0.1556,927.0,0.001195,0.4667,45
gpt-5.4-nano-2026-03-17,aime,none,2048,0.4444,1354.1,0.001729,0.4667,45
gpt-5.4-nano-2026-03-17,aime,none,4096,0.4667,1511.2,0.001925,0.4667,45
gpt-5.4-nano-2026-03-17,aime,none,8192,0.4667,1511.2,0.001925,0.4667,45
gpt-5.4-nano-2026-03-17,aime,none,16384,0.4667,1511.2,0.001925,0.4667,45
gpt-5.4-nano-2026-03-17,aime,none,32768,0.4667,1511.2,0.001925,0.4667,45
gpt-5.4-nano-2026-03-17,aime,none,65536,0.4667,1511.2,0.001925,0.4667,45
gpt-5.4-nano-2026-03-17,aime,none,131072,0.4667,1511.2,0.001925,0.4667,45
gpt-5.4-nano-2026-03-17,chess,low,64,0.0,64.0,0.000108,0.17,100
gpt-5.4-nano-2026-03-17,chess,low,128,0.0,128.0,0.000188,0.17,100
gpt-5.4-nano-2026-03-17,chess,low,256,0.0,256.0,0.000348,0.17,100
gpt-5.4-nano-2026-03-17,chess,low,512,0.0,512.0,0.000668,0.17,100
gpt-5.4-nano-2026-03-17,chess,low,1024,0.0,1024.0,0.001308,0.17,100
gpt-5.4-nano-2026-03-17,chess,low,2048,0.03,1996.0,0.002523,0.17,100
gpt-5.4-nano-2026-03-17,chess,low,4096,0.16,2983.3,0.003757,0.17,100
gpt-5.4-nano-2026-03-17,chess,low,8192,0.17,3077.5,0.003875,0.17,100
gpt-5.4-nano-2026-03-17,chess,low,16384,0.17,3077.5,0.003875,0.17,100
gpt-5.4-nano-2026-03-17,chess,low,32768,0.17,3077.5,0.003875,0.17,100
gpt-5.4-nano-2026-03-17,chess,low,65536,0.17,3077.5,0.003875,0.17,100
gpt-5.4-nano-2026-03-17,chess,low,131072,0.17,3077.5,0.003875,0.17,100
gpt-5.4-nano-2026-03-17,chess,none,64,0.0,64.0,0.000108,0.03,100
gpt-5.4-nano-2026-03-17,chess,none,128,0.0,127.9,0.000187,0.03,100
gpt-5.4-nano-2026-03-17,chess,none,256,0.0,237.5,0.000324,0.03,100
gpt-5.4-nano-2026-03-17,chess,none,512,0.03,377.9,0.0005,0.03,100
gpt-5.4-nano-2026-03-17,chess,none,1024,0.03,484.0,0.000633,0.03,100
gpt-5.4-nano-2026-03-17,chess,none,2048,0.03,503.4,0.000657,0.03,100
gpt-5.4-nano-2026-03-17,chess,none,4096,0.03,503.4,0.000657,0.03,100
gpt-5.4-nano-2026-03-17,chess,none,8192,0.03,503.4,0.000657,0.03,100
gpt-5.4-nano-2026-03-17,chess,none,16384,0.03,503.4,0.000657,0.03,100
gpt-5.4-nano-2026-03-17,chess,none,32768,0.03,503.4,0.000657,0.03,100
gpt-5.4-nano-2026-03-17,chess,none,65536,0.03,503.4,0.000657,0.03,100
gpt-5.4-nano-2026-03-17,chess,none,131072,0.03,503.4,0.000657,0.03,100
gpt-5.4-nano-2026-03-17,gpqa,low,64,0.0,64.0,0.000132,0.7222,198
gpt-5.4-nano-2026-03-17,gpqa,low,128,0.0051,128.0,0.000212,0.7222,198
gpt-5.4-nano-2026-03-17,gpqa,low,256,0.0303,254.1,0.000369,0.7222,198
gpt-5.4-nano-2026-03-17,gpqa,low,512,0.1414,477.7,0.000649,0.7222,198
